DISTRITO;MAT_CRECHE;MAT_PRE_ESCOLA;MAT_FUND_I;MAT_FUND_II;MAT_EJA_I;MAT_EJA_II;MAT_ENS_MED;MAT_ED_PROF;MAT_PROC_CRECHE;MAT_PROC_PRE_ESC;DEM_CRECHE;DEM_PRE;DEM_FUND_I;DEM_FUND_II;DEM_EJA_I;DEM_EJA_II;DEM_PREF_CRECHE;DEM_PREF_PRE;MES_ANO_REF
LAPA;369;919;0;0;0;0;0;0;0;1;268;4;0;0;0;0;;;jun-12
LIBERDADE;780;45;265;346;0;0;0;0;1;0;299;1;0;0;0;0;;;jun-12
LIMAO;855;1197;707;795;27;121;0;0;3;10;608;1;0;0;0;0;;;jun-12
MANDAQUI;1570;1546;1450;1845;148;388;0;0;5;4;1077;0;0;0;0;0;;;jun-12
MARSILAC;109;59;0;0;0;0;0;0;0;0;37;7;0;0;0;0;;;jun-12
MOEMA;372;489;217;250;0;0;0;0;1;1;142;0;0;0;0;0;;;jun-12
MOOCA;805;562;246;333;63;157;0;0;3;0;314;0;0;0;0;0;;;jun-12
MORUMBI;556;350;320;542;24;54;0;0;4;0;389;1;0;0;0;0;;;jun-12
PARELHEIROS;4296;3528;2738;2317;299;862;0;0;2;17;2593;107;0;0;0;0;;;jun-12
PARI;359;154;253;310;0;0;0;0;0;0;272;50;0;0;0;0;;;jun-12
PARQUE DO CARMO;1888;1128;571;786;0;0;0;0;12;1;613;7;0;0;0;0;;;jun-12
PEDREIRA;2341;2408;3241;4425;81;1041;0;0;5;19;3090;250;0;0;0;0;;;jun-12
PENHA;2023;904;340;349;0;0;0;0;5;2;809;1;0;0;0;0;;;jun-12
PERDIZES;531;246;268;317;0;0;0;0;3;0;189;0;0;0;0;0;;;jun-12
PERUS;2557;1989;3695;4270;178;543;0;0;39;12;1043;41;0;0;0;0;;;jun-12
PINHEIROS;371;259;285;366;0;0;0;0;2;4;229;0;0;0;0;0;;;jun-12
PIRITUBA;2281;2197;2836;3888;220;816;304;0;14;6;1519;23;0;0;0;0;;;jun-12
PONTE RASA;1242;1333;2026;2616;68;471;0;0;2;2;1038;22;0;0;0;0;;;jun-12
RAPOSO TAVARES;2884;2371;3906;4322;65;525;0;0;7;4;1378;3;0;0;0;0;;;jun-12
REPUBLICA;15;272;0;0;0;0;0;0;0;1;5;1;0;0;0;0;;;jun-12
RIO PEQUENO;2532;1892;2661;3328;96;446;0;0;7;0;1407;1;0;0;0;0;;;jun-12
SACOMA;4633;4105;4898;5670;350;1128;0;0;7;4;3211;3;0;0;0;0;;;jun-12
SANTA CECILIA;1451;347;0;0;0;0;0;0;10;1;608;3;0;0;0;0;;;jun-12
SANTANA;1275;730;884;1431;0;108;1073;571;6;5;437;3;0;0;0;0;;;jun-12
SANTO AMARO;391;280;571;1064;68;377;165;0;0;4;292;1;0;0;0;0;;;jun-12
SAO DOMINGOS;992;1118;2332;2852;67;252;0;0;3;1;809;5;0;0;0;0;;;jun-12
SAO LUCAS;1163;1815;2729;3322;99;397;0;0;6;2;648;1;0;0;0;0;;;jun-12
SAO MATEUS;2624;2718;2972;3756;230;1194;0;0;55;1;2157;37;0;0;0;0;;;jun-12
SAO MIGUEL;2397;1713;2950;3796;151;746;324;0;16;6;988;9;0;0;0;0;;;jun-12
SAO RAFAEL;3256;3801;4284;4886;208;817;0;0;9;12;3155;36;0;0;0;0;;;jun-12
SAPOPEMBA;5555;5341;8022;9579;458;1368;396;0;29;17;4772;77;0;0;0;0;;;jun-12
SAUDE;882;478;149;308;61;183;0;0;1;0;543;7;0;0;0;0;;;jun-12
SE;88;93;487;422;75;131;0;0;0;0;235;10;0;0;0;0;;;jun-12
SOCORRO;531;816;848;1259;47;237;0;0;1;2;166;12;0;0;0;0;;;jun-12
TATUAPE;652;782;642;976;55;392;0;0;0;3;336;10;0;0;0;0;;;jun-12
TREMEMBE;1994;3394;3452;3964;368;816;0;0;1;11;3766;27;0;0;0;0;;;jun-12
TUCURUVI;435;655;942;1228;0;0;0;0;0;2;457;0;0;0;0;0;;;jun-12
VILA ANDRADE;1078;1238;2204;2144;180;603;0;0;4;12;1894;15;0;0;0;0;;;jun-12
VILA CURUCA;3229;3829;5198;5966;34;532;0;0;20;11;2137;114;0;0;0;0;;;jun-12
VILA FORMOSA;1157;1375;716;896;0;137;0;0;3;0;746;1;0;0;0;0;;;jun-12
VILA GUILHERME;900;572;814;976;38;143;0;0;66;2;170;0;0;0;0;0;;;jun-12
VILA JACUI;3317;3587;3488;4342;73;218;0;0;9;4;1814;43;0;0;0;0;;;jun-12
VILA LEOPOLDINA;266;382;451;575;45;117;0;0;1;1;140;7;0;0;0;0;;;jun-12
VILA MARIA;2216;2537;2719;3003;30;295;0;0;235;5;1388;9;0;0;0;0;;;jun-12
VILA MARIANA;562;707;199;232;0;0;0;0;0;2;429;1;0;0;0;0;;;jun-12
VILA MATILDE;1247;852;2034;2610;94;388;0;0;0;0;744;7;0;0;0;0;;;jun-12
VILA MEDEIROS;2793;1943;1589;1930;298;940;0;0;7;4;1241;10;0;0;0;0;;;jun-12
VILA PRUDENTE;1722;1015;963;1050;49;196;0;0;3;1;575;1;0;0;0;0;;;jun-12
VILA SONIA;1578;1271;1560;2025;125;309;0;0;10;1;1243;16;0;0;0;0;;;jun-12
AGUA RASA;886;731;876;1266;66;144;0;0;1;1;612;5;0;0;0;0;;;set-12
ALTO DE PINHEIROS;384;0;0;0;0;0;0;0;3;0;116;0;0;0;0;0;;;set-12
ANHANGUERA;1315;1498;2830;3100;141;505;0;0;1;5;1740;3;0;0;0;0;;;set-12
ARICANDUVA;1258;739;1439;1898;93;248;0;0;1;1;914;0;0;0;0;0;;;set-12
ARTUR ALVIM;2225;1989;2051;2390;0;53;0;0;10;2;1647;5;0;0;0;0;;;set-12
BARRA FUNDA;382;0;0;0;0;0;0;0;0;0;169;0;0;0;0;0;;;set-12
BELA VISTA;1463;431;389;484;0;279;0;0;5;1;499;13;0;0;0;0;;;set-12
BELEM;1029;502;352;305;0;0;0;0;3;2;363;0;0;0;0;0;;;set-12
BOM RETIRO;800;681;0;0;0;0;0;0;20;1;443;0;0;0;0;0;;;set-12
BRAS;688;387;0;0;0;0;0;0;3;2;775;33;0;0;0;0;;;set-12
BRASILANDIA;8339;6303;8071;8624;371;2389;0;0;34;10;5165;66;0;0;0;0;;;set-12
BUTANTA;584;652;1019;1424;255;716;0;0;1;0;291;3;0;0;0;0;;;set-12
CACHOEIRINHA;3081;2182;2865;3094;81;433;0;0;26;3;2453;0;0;0;0;0;;;set-12
CAMBUCI;310;508;0;0;266;491;0;0;0;2;234;3;0;0;0;0;;;set-12
CAMPO BELO;909;276;759;1263;63;248;0;0;0;0;586;1;0;0;0;0;;;set-12
CAMPO GRANDE;876;1300;1795;2756;182;567;0;0;1;4;776;52;0;0;0;0;;;set-12
CAMPO LIMPO;3679;5247;7109;8153;434;1834;0;0;7;13;6976;80;0;0;0;0;;;set-12
CANGAIBA;2184;2792;1913;2399;174;759;0;0;1;6;3152;55;0;0;0;0;;;set-12
CAPAO REDONDO;3667;5083;8341;8931;844;2688;0;0;4;13;8227;941;0;0;0;0;;;set-12
CARRAO;1873;714;924;1066;0;0;0;0;2;1;724;0;0;0;0;0;;;set-12
CASA VERDE;1184;968;1010;1261;64;306;0;0;7;0;964;0;0;0;0;0;;;set-12
CIDADE ADEMAR;4014;3983;2985;3379;305;787;0;0;7;7;6952;150;0;0;0;0;;;set-12
CIDADE DUTRA;5808;4281;5596;6472;342;1329;0;0;5;8;4620;142;0;0;0;0;;;set-12
CIDADE LIDER;2728;2684;2915;3247;398;1191;0;0;9;4;1701;1;0;0;0;0;;;set-12
CIDADE TIRADENTES;9360;6164;11139;12484;272;1354;577;0;291;5;2006;13;0;0;0;0;;;set-12
CONSOLACAO;224;750;0;0;0;0;0;0;0;1;150;2;0;0;0;0;;;set-12
CURSINO;523;887;635;849;44;164;0;0;1;6;932;0;0;0;0;0;;;set-12
ERMELINO MATARAZZO;1931;1970;1083;1469;205;698;0;0;2;0;1900;25;0;0;0;0;;;set-12
FREGUESIA DO O;2773;2664;2402;2619;98;656;0;0;13;0;1444;6;0;0;0;0;;;set-12
GRAJAU;8076;7422;6301;6985;522;1885;0;0;106;21;8924;1458;0;0;0;0;;;set-12
GUAIANASES;4698;2376;1647;1806;360;491;0;0;42;6;835;5;0;0;0;0;;;set-12
IGUATEMI;2857;3523;6237;6722;136;659;0;0;4;6;3770;49;0;0;0;0;;;set-12
IPIRANGA;1568;1271;654;776;90;269;0;0;4;1;1510;1;0;0;0;0;;;set-12
ITAIM BIBI;357;373;425;691;0;132;0;0;0;1;306;3;0;0;0;0;;;set-12
ITAIM PAULISTA;5510;5203;5590;6021;209;961;0;0;20;3;4741;189;0;0;0;0;;;set-12
ITAQUERA;5876;4005;2680;3129;182;664;0;0;23;9;2788;8;0;0;0;0;;;set-12
JABAQUARA;3826;3257;2604;3190;183;663;0;0;7;2;3385;59;0;0;0;0;;;set-12
JACANA;1896;2124;1452;1853;81;280;0;0;11;3;1812;13;0;0;0;0;;;set-12
JAGUARA;675;454;557;782;58;250;0;0;0;1;684;7;0;0;0;0;;;set-12
JAGUARE;1327;687;689;693;80;155;0;0;1;2;850;6;0;0;0;0;;;set-12
JARAGUA;5235;5154;8621;9701;386;1293;335;0;15;4;4636;23;0;0;0;0;;;set-12
JARDIM ANGELA;5098;5760;5806;6463;342;1474;0;0;15;10;8401;1241;0;0;0;0;;;set-12
JARDIM HELENA;3413;3188;4552;5336;80;879;0;0;26;4;2995;55;0;0;0;0;;;set-12
JARDIM PAULISTA;109;138;0;0;0;0;0;0;0;0;104;0;0;0;0;0;;;set-12
JARDIM SAO LUIS;6314;4864;5409;6136;411;1057;0;0;12;9;6799;100;0;0;0;0;;;set-12
JOSE BONIFACIO;2910;2466;2597;2960;26;291;0;0;14;4;1480;4;0;0;0;0;;;set-12
LAJEADO;7822;4264;3299;3811;166;1024;0;0;92;6;1915;104;0;0;0;0;;;set-12
LAPA;369;890;0;0;0;0;0;0;0;0;295;3;0;0;0;0;;;set-12
LIBERDADE;827;44;258;344;0;0;0;0;65;0;231;0;0;0;0;0;;;set-12
LIMAO;953;1188;713;789;28;118;0;0;5;2;702;1;0;0;0;0;;;set-12
MANDAQUI;1570;1531;1457;1847;149;386;0;0;6;0;1264;1;0;0;0;0;;;set-12
MARSILAC;109;59;0;0;0;0;0;0;0;0;41;1;0;0;0;0;;;set-12
MOEMA;372;493;215;248;0;0;0;0;1;1;207;1;0;0;0;0;;;set-12
MOOCA;800;544;246;334;66;118;0;0;2;2;376;0;0;0;0;0;;;set-12
MORUMBI;556;345;325;542;26;62;0;0;3;0;466;0;0;0;0;0;;;set-12
PARELHEIROS;4292;3502;2744;2295;280;847;0;0;2;9;3079;87;0;0;0;0;;;set-12
PARI;356;154;250;303;0;0;0;0;3;0;292;59;0;0;0;0;;;set-12
PARQUE DO CARMO;1884;1134;572;776;0;0;0;0;8;2;834;7;0;0;0;0;;;set-12
PEDREIRA;2341;2422;3218;4334;84;930;0;0;3;3;3616;209;0;0;0;0;;;set-12
PENHA;2018;883;328;347;0;0;0;0;4;2;1047;1;0;0;0;0;;;set-12
PERDIZES;527;248;268;316;0;0;0;0;3;0;227;0;0;0;0;0;;;set-12
PERUS;2779;1990;3698;4232;187;565;0;0;9;4;1138;41;0;0;0;0;;;set-12
PINHEIROS;372;251;280;363;0;0;0;0;2;0;291;0;0;0;0;0;;;set-12
PIRITUBA;2295;2189;2846;3873;257;890;302;0;2;1;1827;20;0;0;0;0;;;set-12
PONTE RASA;1239;1316;2031;2592;68;479;0;0;3;1;1220;17;0;0;0;0;;;set-12
RAPOSO TAVARES;3004;2332;3904;4288;69;477;0;0;15;3;1438;3;0;0;0;0;;;set-12
REPUBLICA;13;270;0;0;0;0;0;0;0;0;4;0;0;0;0;0;;;set-12
RIO PEQUENO;2792;1871;2660;3265;105;459;0;27;10;0;1443;1;0;0;0;0;;;set-12
SACOMA;4637;4067;4907;5652;356;1106;0;0;4;4;3867;4;0;0;0;0;;;set-12
SANTA CECILIA;1419;327;0;0;0;0;0;0;13;0;744;0;0;0;0;0;;;set-12
SANTANA;1295;726;892;1440;0;102;1068;534;4;0;568;3;0;0;0;0;;;set-12
SANTO AMARO;388;271;564;1074;71;351;162;0;1;1;355;1;0;0;0;0;;;set-12
SAO DOMINGOS;995;1107;2337;2858;59;282;0;0;0;2;976;3;0;0;0;0;;;set-12
SAO LUCAS;1174;1791;2729;3303;83;376;0;0;5;1;857;0;0;0;0;0;;;set-12
SAO MATEUS;2790;2676;2977;3745;217;1141;0;0;3;11;2462;15;0;0;0;0;;;set-12
SAO MIGUEL;2209;1693;2932;3761;158;751;319;0;9;2;1192;27;0;0;0;0;;;set-12
SAO RAFAEL;3260;3802;4262;4845;206;782;0;0;4;9;3718;27;0;0;0;0;;;set-12
SAPOPEMBA;5552;5320;8035;9499;466;1375;392;0;20;9;5676;59;0;0;0;0;;;set-12
SAUDE;942;470;145;310;58;172;0;0;46;0;518;6;0;0;0;0;;;set-12
SE;88;93;486;386;68;116;0;0;0;0;255;14;0;0;0;0;;;set-12
SOCORRO;533;809;841;1268;24;169;0;0;0;2;228;0;0;0;0;0;;;set-12
TATUAPE;644;788;642;960;63;434;0;0;1;1;452;6;0;0;0;0;;;set-12
TREMEMBE;2013;3381;3484;3912;391;860;0;0;5;12;4302;33;0;0;0;0;;;set-12
TUCURUVI;545;647;958;1227;0;0;0;0;1;0;626;1;0;0;0;0;;;set-12
VILA ANDRADE;1077;1250;2213;2113;178;551;0;0;3;4;2179;12;0;0;0;0;;;set-12
VILA CURUCA;3239;3785;5177;5878;33;480;0;0;6;2;2530;116;0;0;0;0;;;set-12
VILA FORMOSA;1151;1342;704;879;0;127;0;0;6;1;919;1;0;0;0;0;;;set-12
VILA GUILHERME;982;584;804;953;28;121;0;0;3;0;268;0;0;0;0;0;;;set-12
VILA JACUI;3318;3557;3476;4257;72;197;0;0;15;4;2184;49;0;0;0;0;;;set-12
VILA LEOPOLDINA;265;376;437;549;48;107;0;0;2;5;173;3;0;0;0;0;;;set-12
VILA MARIA;2578;2507;2721;2947;28;246;0;0;9;9;1565;6;0;0;0;0;;;set-12
VILA MARIANA;654;694;197;234;0;0;0;0;4;1;386;2;0;0;0;0;;;set-12
VILA MATILDE;1246;839;2011;2577;96;339;0;0;1;1;881;2;0;0;0;0;;;set-12
VILA MEDEIROS;2803;1915;1576;1895;264;796;0;0;36;0;1526;1;0;0;0;0;;;set-12
VILA PRUDENTE;1712;1022;963;1046;63;221;0;0;6;1;742;5;0;0;0;0;;;set-12
VILA SONIA;1578;1267;1554;1985;107;253;0;0;2;3;1560;4;0;0;0;0;;;set-12
AGUA RASA;884;728;878;1251;66;113;0;0;0;0;280;8;0;0;0;0;;;dez-12
ALTO DE PINHEIROS;383;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;;;dez-12
ANHANGUERA;1316;1493;2828;3099;143;515;0;0;0;1;976;3;0;0;0;0;;;dez-12
ARICANDUVA;1256;736;1435;1894;88;244;0;0;0;0;464;0;0;0;0;0;;;dez-12
ARTUR ALVIM;2232;1984;2050;2368;0;65;0;0;0;0;706;2;0;0;0;0;;;dez-12
BARRA FUNDA;379;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;;;dez-12
BELA VISTA;1461;433;386;485;0;279;0;0;0;0;133;20;0;0;0;0;;;dez-12
BELEM;1027;494;352;297;0;0;0;0;0;0;119;3;0;0;0;0;;;dez-12
BOM RETIRO;807;682;0;0;0;0;0;0;0;0;246;2;0;0;0;0;;;dez-12
BRAS;690;389;0;0;0;0;0;0;0;0;529;2;0;0;0;0;;;dez-12
BRASILANDIA;8689;6279;8008;8485;316;2152;0;0;0;0;1923;18;0;0;0;0;;;dez-12
BUTANTA;580;657;1020;1419;222;650;0;0;0;0;178;1;0;0;0;0;;;dez-12
CACHOEIRINHA;3169;2176;2853;3067;60;362;0;0;0;0;1280;2;0;0;0;0;;;dez-12
CAMBUCI;308;511;0;0;263;473;0;0;0;0;188;12;0;0;0;0;;;dez-12
CAMPO BELO;913;273;753;1236;63;254;0;0;0;0;280;0;0;0;0;0;;;dez-12
CAMPO GRANDE;875;1300;1790;2726;179;564;0;0;0;0;471;30;0;0;0;0;;;dez-12
CAMPO LIMPO;3717;5252;7088;8059;375;1632;0;0;0;0;4689;56;0;0;0;0;;;dez-12
CANGAIBA;2181;2812;1906;2371;120;586;0;0;0;0;2095;17;0;0;0;0;;;dez-12
CAPAO REDONDO;3666;5088;8342;8873;850;2607;0;0;0;0;6689;365;0;0;0;0;;;dez-12
CARRAO;1872;722;926;1054;0;0;0;0;0;0;163;1;0;0;0;0;;;dez-12
CASA VERDE;1185;972;1008;1234;36;268;0;0;0;0;539;2;0;0;0;0;;;dez-12
CIDADE ADEMAR;4015;3979;2969;3336;292;730;0;0;0;0;5261;91;0;0;0;0;;;dez-12
CIDADE DUTRA;5808;4258;5576;6420;276;1148;0;0;0;0;2100;77;0;0;0;0;;;dez-12
CIDADE LIDER;2721;2686;2896;3187;361;1024;0;0;0;0;902;10;0;0;0;0;;;dez-12
CIDADE TIRADENTES;10100;6138;11097;12345;195;1050;576;0;1;0;189;9;0;0;0;0;;;dez-12
CONSOLACAO;224;743;0;0;0;0;0;0;0;0;116;1;0;0;0;0;;;dez-12
CURSINO;523;888;632;847;44;164;0;0;0;0;659;1;0;0;0;0;;;dez-12
ERMELINO MATARAZZO;1936;1971;1073;1450;204;670;0;0;0;0;1150;3;0;0;0;0;;;dez-12
FREGUESIA DO O;2871;2652;2404;2590;89;481;0;0;0;0;625;4;0;0;0;0;;;dez-12
GRAJAU;8175;7411;6265;6918;501;1849;0;0;0;0;5924;377;0;0;0;0;;;dez-12
GUAIANASES;4884;2373;1646;1797;357;487;0;0;0;0;121;2;0;0;0;0;;;dez-12
IGUATEMI;2859;3514;6236;6640;136;664;0;0;0;0;2155;25;0;0;0;0;;;dez-12
IPIRANGA;1562;1271;651;750;86;276;0;0;0;0;748;1;0;0;0;0;;;dez-12
ITAIM BIBI;358;370;421;686;0;112;0;0;0;0;97;1;0;0;0;0;;;dez-12
ITAIM PAULISTA;5479;5182;5588;5993;194;771;0;0;0;1;2430;113;0;0;0;0;;;dez-12
ITAQUERA;5924;3994;2667;3100;108;553;0;0;0;0;836;3;0;0;0;0;;;dez-12
JABAQUARA;3829;3255;2603;3160;171;635;0;0;0;0;1769;44;0;0;0;0;;;dez-12
JACANA;1921;2111;1448;1841;79;267;0;0;0;0;813;11;0;0;0;0;;;dez-12
JAGUARA;675;452;559;778;47;188;0;0;0;0;420;0;0;0;0;0;;;dez-12
JAGUARE;1328;675;686;693;66;159;0;0;0;0;385;1;0;0;0;0;;;dez-12
JARAGUA;5262;5119;8587;9649;368;1239;334;0;0;0;1967;5;0;0;0;0;;;dez-12
JARDIM ANGELA;5146;5764;5783;6418;322;1341;0;0;0;0;6428;559;0;0;0;0;;;dez-12
JARDIM HELENA;3431;3178;4553;5306;80;829;0;0;0;0;1567;38;0;0;0;0;;;dez-12
JARDIM PAULISTA;110;139;0;0;0;0;0;0;0;0;63;0;0;0;0;0;;;dez-12
JARDIM SAO LUIS;6316;4864;5390;6094;367;984;0;0;0;0;4662;27;0;0;0;0;;;dez-12
JOSE BONIFACIO;3115;2476;2594;2916;26;223;0;0;0;0;567;6;0;0;0;0;;;dez-12
LAJEADO;8208;4257;3284;3777;143;843;0;0;0;0;357;81;0;0;0;0;;;dez-12
LAPA;368;889;0;0;0;0;0;0;0;0;188;4;0;0;0;0;;;dez-12
LIBERDADE;889;44;258;344;0;0;0;0;0;0;99;0;0;0;0;0;;;dez-12
LIMAO;969;1186;710;767;31;113;0;0;0;0;290;1;0;0;0;0;;;dez-12
MANDAQUI;1576;1530;1457;1843;136;344;0;0;0;0;604;6;0;0;0;0;;;dez-12
MARSILAC;109;59;0;0;0;0;0;0;0;0;20;1;0;0;0;0;;;dez-12
MOEMA;370;489;215;246;0;0;0;0;0;0;73;1;0;0;0;0;;;dez-12
MOOCA;807;542;244;332;75;142;0;0;0;0;169;8;0;0;0;0;;;dez-12
MORUMBI;560;340;325;542;26;62;0;0;0;0;227;0;0;0;0;0;;;dez-12
PARELHEIROS;4302;3496;2738;2263;234;740;0;0;0;0;1561;45;0;0;0;0;;;dez-12
PARI;358;154;251;288;0;0;0;0;0;0;136;1;0;0;0;0;;;dez-12
PARQUE DO CARMO;1908;1128;568;768;0;0;0;0;0;0;336;6;0;0;0;0;;;dez-12
PEDREIRA;2344;2405;3208;4286;70;709;0;0;0;0;2627;108;0;0;0;0;;;dez-12
PENHA;2050;865;331;345;0;0;0;0;0;0;305;1;0;0;0;0;;;dez-12
PERDIZES;533;250;267;318;0;0;0;0;0;0;68;1;0;0;0;0;;;dez-12
PERUS;2789;1985;3683;4203;188;563;0;0;0;1;401;10;0;0;0;0;;;dez-12
PINHEIROS;371;252;280;364;0;0;0;0;0;0;143;3;0;0;0;0;;;dez-12
PIRITUBA;2295;2182;2846;3857;248;826;302;0;0;0;853;1;0;0;0;0;;;dez-12
PONTE RASA;1240;1315;2034;2557;61;379;0;0;0;0;740;15;0;0;0;0;;;dez-12
RAPOSO TAVARES;3098;2321;3883;4250;41;429;0;0;0;0;677;6;0;0;0;0;;;dez-12
REPUBLICA;14;262;0;0;0;0;0;0;0;0;53;5;0;0;0;0;;;dez-12
RIO PEQUENO;2754;1866;2650;3223;94;443;0;0;0;0;751;1;0;0;0;0;;;dez-12
SACOMA;4637;4072;4930;5586;332;1003;0;0;0;0;2086;1;0;0;0;0;;;dez-12
SANTA CECILIA;1405;326;0;0;0;0;0;0;0;0;389;0;0;0;0;0;;;dez-12
SANTANA;1298;723;890;1425;0;96;1049;530;0;0;290;5;0;0;0;0;;;dez-12
SANTO AMARO;390;272;569;1056;67;307;160;0;0;0;209;0;0;0;0;0;;;dez-12
SAO DOMINGOS;996;1103;2339;2838;59;275;0;0;0;0;569;1;0;0;0;0;;;dez-12
SAO LUCAS;1182;1786;2723;3284;71;351;0;0;0;0;373;1;0;0;0;0;;;dez-12
SAO MATEUS;2799;2673;2958;3685;195;929;0;0;0;0;1416;10;0;0;0;0;;;dez-12
SAO MIGUEL;2222;1684;2913;3744;127;691;320;0;0;0;459;11;0;0;0;0;;;dez-12
SAO RAFAEL;3262;3786;4228;4774;164;637;0;0;0;0;1857;15;0;0;0;0;;;dez-12
SAPOPEMBA;5742;5311;8005;9368;420;1253;362;0;0;2;3200;20;0;0;0;0;;;dez-12
SAUDE;996;469;143;304;58;169;0;0;0;0;292;6;0;0;0;0;;;dez-12
SE;88;92;496;390;66;100;0;0;0;0;177;16;0;0;0;0;;;dez-12
SOCORRO;533;800;846;1252;16;166;0;0;0;0;79;3;0;0;0;0;;;dez-12
TATUAPE;644;790;643;961;51;415;0;0;0;0;234;1;0;0;0;0;;;dez-12
TREMEMBE;2244;3385;3484;3872;342;729;0;0;0;0;2938;89;0;0;0;0;;;dez-12
TUCURUVI;715;642;959;1210;0;0;0;0;0;0;339;1;0;0;0;0;;;dez-12
VILA ANDRADE;1081;1255;2183;2080;159;445;0;0;0;0;1720;10;0;0;0;0;;;dez-12
VILA CURUCA;3241;3769;5173;5833;33;461;0;0;0;0;1144;60;0;0;0;0;;;dez-12
VILA FORMOSA;1223;1340;697;876;0;76;0;0;0;0;426;0;0;0;0;0;;;dez-12
VILA GUILHERME;972;585;805;948;27;121;0;0;0;0;115;4;0;0;0;0;;;dez-12
VILA JACUI;3324;3551;3462;4206;72;176;0;0;0;0;793;33;0;0;0;0;;;dez-12
VILA LEOPOLDINA;266;377;441;550;48;108;0;0;0;0;111;0;0;0;0;0;;;dez-12
VILA MARIA;2588;2489;2720;2917;29;244;0;0;0;0;735;5;0;0;0;0;;;dez-12
VILA MARIANA;656;698;200;235;0;0;0;0;0;0;184;3;0;0;0;0;;;dez-12
VILA MATILDE;1242;832;2014;2559;85;252;0;0;0;0;507;1;0;0;0;0;;;dez-12
VILA MEDEIROS;2976;1911;1567;1881;259;818;0;0;0;0;583;16;0;0;0;0;;;dez-12
VILA PRUDENTE;1716;1010;963;1039;57;184;0;0;0;0;264;5;0;0;0;0;;;dez-12
VILA SONIA;1582;1265;1542;1949;106;255;0;0;0;0;1017;10;0;0;0;0;;;dez-12
AGUA RASA;812;817;789;1235;53;121;0;0;6;2;328;11;0;0;0;0;;;mar-13
ALTO DE PINHEIROS;368;0;0;0;0;0;0;0;0;0;43;1;0;0;0;0;;;mar-13
ANHANGUERA;1239;1607;2831;3038;166;453;0;0;6;6;1213;51;0;0;0;0;;;mar-13
ARICANDUVA;1199;803;1309;1932;145;290;0;0;8;9;537;23;0;0;0;0;;;mar-13
ARTUR ALVIM;2162;2178;1957;2377;0;57;0;0;19;6;920;90;0;0;0;0;;;mar-13
BARRA FUNDA;379;0;0;0;0;0;0;0;0;0;47;1;0;0;0;0;;;mar-13
BELA VISTA;1300;545;366;480;0;266;0;0;17;13;257;62;0;0;0;0;;;mar-13
BELEM;1019;563;316;326;0;0;0;0;9;6;133;45;0;0;0;0;;;mar-13
BOM RETIRO;732;665;0;0;0;0;0;0;46;29;175;53;0;0;0;0;;;mar-13
BRAS;665;419;0;0;0;0;0;0;7;2;529;111;0;0;0;0;;;mar-13
BRASILANDIA;8787;7126;7825;9029;315;2167;0;0;141;104;2267;243;0;0;0;0;;;mar-13
BUTANTA;523;703;1015;1381;188;614;0;0;4;3;205;17;0;0;0;0;;;mar-13
CACHOEIRINHA;3307;2305;2694;3115;104;335;0;0;17;35;1353;96;0;0;0;0;;;mar-13
CAMBUCI;296;513;0;0;173;349;0;0;4;17;98;143;0;0;0;0;;;mar-13
CAMPO BELO;914;324;668;1235;71;220;0;0;3;1;314;4;0;0;0;0;;;mar-13
CAMPO GRANDE;858;1325;1782;2607;159;408;0;0;2;16;544;139;0;0;0;0;;;mar-13
CAMPO LIMPO;4107;5252;6755;8151;374;1718;0;0;39;141;4317;983;0;0;0;0;;;mar-13
CANGAIBA;2198;2896;1853;2225;140;564;0;0;6;27;1823;480;0;0;0;0;;;mar-13
CAPAO REDONDO;3651;5080;7980;8859;754;2384;0;0;39;66;5560;2011;0;0;0;0;;;mar-13
CARRAO;1833;828;895;1085;0;0;0;0;9;4;268;2;0;0;0;0;;;mar-13
CASA VERDE;1155;1049;977;1241;55;318;0;0;6;14;566;74;0;0;0;0;;;mar-13
CIDADE ADEMAR;3880;4151;2995;3344;255;937;0;0;8;11;4611;1272;0;0;0;0;;;mar-13
CIDADE DUTRA;5753;4452;5341;6559;305;1248;0;0;119;39;2455;456;0;0;0;0;;;mar-13
CIDADE LIDER;2524;3013;2707;3302;373;1294;0;0;26;29;1111;62;0;0;0;0;;;mar-13
CIDADE TIRADENTES;9820;7065;11019;12315;231;1085;612;0;177;22;429;46;0;0;0;0;;;mar-13
CONSOLACAO;205;829;0;0;0;0;0;0;1;1;106;4;0;0;0;0;;;mar-13
CURSINO;488;886;654;842;48;198;0;0;2;6;584;84;0;0;0;0;;;mar-13
ERMELINO MATARAZZO;1806;2222;1020;1434;189;547;0;0;12;10;1381;106;0;0;0;0;;;mar-13
FREGUESIA DO O;2650;2899;2422;2722;115;513;0;0;38;37;725;16;0;0;0;0;;;mar-13
GRAJAU;7769;8365;6186;7220;401;1767;0;0;20;28;5702;1937;0;0;0;0;;;mar-13
GUAIANASES;4687;2719;1633;1771;394;664;0;0;88;39;129;46;0;0;0;0;;;mar-13
IGUATEMI;2675;3937;6090;6847;143;671;0;0;12;21;2571;200;0;0;0;0;;;mar-13
IPIRANGA;1399;1452;566;652;101;274;0;0;7;7;969;12;0;0;0;0;;;mar-13
